entity_id,document_number,customer,country,currency,amount,invoice_issue_date,expected_due_date,payment_date,payment_terms_days,terms_of_payment,document_type,project,project_desc,relationship_type,parent_invoice_id,is_blocked,dispute_status
1,INV-01-00129,NextGen Industries,DE,DKK,13250.16,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,,30,2/10 Net 30,Invoice,Project-4,Services for NextGen Industries,,,0,active
1,INV-01-00130,Future Tech,CH,USD,41721.29,2025-07-25T13:09:45.867176,2025-09-08T13:09:45.867176,2025-09-20T13:09:45.867176,45,Net 45,Invoice,Project-12,Services for Future Tech,,,0,active
1,INV-01-00131,Enterprise Systems,NL,EUR,19370.72,2025-08-29T13:09:45.867176,2025-10-13T13:09:45.867176,2025-10-22T13:09:45.867176,45,Due on Receipt,Invoice,Project-11,Services for Enterprise Systems,,,0,active
1,INV-01-00056,StartupHub,BE,CHF,31152.06,2025-08-15T13:09:45.867176,2025-10-14T13:09:45.867176,2025-10-19T13:09:45.867176,60,Net 60,Invoice,Project-18,Services for StartupHub,,,0,active
1,INV-01-00133,Digital Dynamics,FR,GBP,6970.57,2025-09-02T13:09:45.867176,2025-09-17T13:09:45.867176,2025-09-18T13:09:45.867176,15,2/10 Net 30,Invoice,Project-15,Services for Digital Dynamics,,,0,active
1,INV-01-00134,MegaCorp International,CH,SEK,12854.97,2025-09-11T13:09:45.867176,2025-09-26T13:09:45.867176,,15,2/10 Net 30,Invoice,Project-12,Services for MegaCorp International,,,0,active
1,INV-01-00135,Smart Solutions,CH,SEK,39534.2,2025-10-03T13:09:45.867176,2025-10-18T13:09:45.867176,2025-10-16T13:09:45.867176,15,Net 45,Invoice,Project-2,Services for Smart Solutions,,,0,active
1,INV-01-00136,Cloud Services Co,UK,GBP,12815.17,2025-08-11T13:09:45.867176,2025-08-26T13:09:45.867176,,15,2/10 Net 30,Invoice,Project-11,Services for Cloud Services Co,,,0,active
1,INV-01-00137,MegaCorp International,,NOK,24448.03,2025-08-22T13:09:45.867176,2025-09-21T13:09:45.867176,2025-09-26T13:09:45.867176,30,Due on Receipt,Invoice,Project-15,Services for MegaCorp International,,,0,active
1,INV-01-00138,Innovation Partners,CH,CHF,13412.37,2025-08-04T13:09:45.867176,2025-08-19T13:09:45.867176,2025-08-22T13:09:45.867176,15,Net 15,Invoice,Project-2,Services for Innovation Partners,,,0,active
1,INV-01-00139,Innovation Partners,NL,NOK,22547.1,2025-07-25T13:09:45.867176,2025-09-08T13:09:45.867176,2025-09-22T13:09:45.867176,45,Net 60,Invoice,Project-16,Services for Innovation Partners,,,0,active
1,INV-01-00140,TechStart Inc,NL,SEK,49759.81,2025-10-20T13:09:45.867176,2025-12-04T13:09:45.867176,2025-12-16T13:09:45.867176,45,Net 30,Invoice,Project-3,Services for TechStart Inc,,,0,active
1,INV-01-00141,Global Solutions Ltd,NO,CHF,18225.8,2025-09-05T13:09:45.867176,2025-11-04T13:09:45.867176,2025-10-27T13:09:45.867176,60,Net 15,Invoice,Project-20,Services for Global Solutions Ltd,,,0,active
1,INV-01-00142,Cloud Services Co,,DKK,37745.0,2025-10-19T13:09:45.867176,2025-11-03T13:09:45.867176,2025-11-22T13:09:45.867176,15,2/10 Net 30,Invoice,Project-15,Services for Cloud Services Co,,,0,active
1,INV-01-00143,Cloud Services Co,NL,SEK,2586.88,2025-09-30T13:09:45.867176,2025-11-14T13:09:45.867176,2025-11-27T13:09:45.867176,45,Net 15,Invoice,Project-12,Services for Cloud Services Co,,,0,active
1,INV-01-00144,Enterprise Systems,UK,EUR,37048.07,2025-07-27T13:09:45.867176,2025-09-10T13:09:45.867176,2025-09-06T13:09:45.867176,45,2/10 Net 30,Invoice,Project-4,Services for Enterprise Systems,,,0,active
1,INV-01-00145,NextGen Industries,IT,NOK,45907.47,2025-09-05T13:09:45.867176,2025-10-05T13:09:45.867176,2025-10-20T13:09:45.867176,30,Net 30,Invoice,Project-15,Services for NextGen Industries,,,0,active
1,INV-01-00146,MegaCorp International,ES,NOK,4182.01,2025-07-21T13:09:45.867176,2025-09-04T13:09:45.867176,,45,Net 60,Invoice,Project-6,Services for MegaCorp International,,,0,active
1,INV-01-00147,Future Tech,US,GBP,28147.05,2025-07-25T13:09:45.867176,2025-08-24T13:09:45.867176,2025-09-01T13:09:45.867176,30,2/10 Net 30,Invoice,Project-5,Services for Future Tech,,,0,active
1,INV-01-00148,StartupHub,NO,CHF,26759.09,2025-08-18T13:09:45.867176,2025-10-17T13:09:45.867176,2025-10-17T13:09:45.867176,60,Net 30,Invoice,Project-5,Services for StartupHub,,,0,active
1,INV-01-00149,Smart Solutions,SE,SEK,9916.19,2025-09-05T13:09:45.867176,2025-11-04T13:09:45.867176,2025-11-07T13:09:45.867176,60,Net 30,Invoice,Project-4,Services for Smart Solutions,,,0,active
1,INV-01-00150,StartupHub,FR,GBP,47426.67,2025-07-30T13:09:45.867176,2025-09-13T13:09:45.867176,2025-09-12T13:09:45.867176,45,Net 30,Invoice,Project-9,Services for StartupHub,,,0,active
1,INV-01-00151,MegaCorp International,IT,SEK,27140.42,2025-08-14T13:09:45.867176,2025-09-13T13:09:45.867176,,30,2/10 Net 30,Invoice,Project-5,Services for MegaCorp International,,,0,active
1,INV-01-00152,Acme Corporation,UK,EUR,47478.8,2025-11-02T13:09:45.867176,2025-12-17T13:09:45.867176,2025-12-31T13:09:45.867176,45,Net 60,Invoice,Project-19,Services for Acme Corporation,,,0,active
1,INV-01-00153,MegaCorp International,IT,CHF,12999.02,2025-09-11T13:09:45.867176,2025-10-26T13:09:45.867176,2025-10-23T13:09:45.867176,45,Net 45,Invoice,Project-3,Services for MegaCorp International,,,0,active
1,INV-01-00154,Global Solutions Ltd,ES,DKK,36199.78,2025-09-01T13:09:45.867176,2025-10-31T13:09:45.867176,2025-10-30T13:09:45.867176,60,Net 45,Invoice,Project-5,Services for Global Solutions Ltd,,,0,active
1,INV-01-00155,Enterprise Systems,BE,EUR,14106.11,2025-07-23T13:09:45.867176,2025-09-06T13:09:45.867176,2025-09-15T13:09:45.867176,45,Net 15,Invoice,Project-13,Services for Enterprise Systems,,,0,active
1,INV-01-00156,StartupHub,ES,USD,38392.95,2025-10-28T13:09:45.867176,2025-11-27T13:09:45.867176,2025-12-13T13:09:45.867176,30,Net 45,Invoice,Project-10,Services for StartupHub,,,0,active
1,INV-01-00157,Enterprise Systems,FR,SEK,18291.86,2025-08-29T13:09:45.867176,2025-10-28T13:09:45.867176,2025-10-18T13:09:45.867176,60,Due on Receipt,Invoice,Project-16,Services for Enterprise Systems,,,0,active
1,INV-01-00158,Cloud Services Co,NL,GBP,3216.88,2025-07-23T13:09:45.867176,2025-09-21T13:09:45.867176,2025-10-03T13:09:45.867176,60,Net 15,Invoice,Project-18,Services for Cloud Services Co,,,0,active
1,INV-01-00159,NextGen Industries,SE,SEK,6821.74,2025-09-05T13:09:45.867176,2025-10-20T13:09:45.867176,2025-11-01T13:09:45.867176,45,Net 15,Invoice,Project-18,Services for NextGen Industries,,,0,active
1,INV-01-00160,Smart Solutions,US,EUR,2906.78,2025-08-04T13:09:45.867176,2025-10-03T13:09:45.867176,,60,2/10 Net 30,Invoice,Project-15,Services for Smart Solutions,,,0,active
1,INV-01-00161,NextGen Industries,ES,USD,20254.77,2025-07-27T13:09:45.867176,2025-09-10T13:09:45.867176,,45,2/10 Net 30,Invoice,Project-11,Services for NextGen Industries,,,0,active
1,INV-01-00162,Cloud Services Co,SE,EUR,49015.0,2025-09-10T13:09:45.867176,2025-10-25T13:09:45.867176,2025-10-30T13:09:45.867176,45,Due on Receipt,Invoice,Project-1,Services for Cloud Services Co,,,0,active
1,INV-01-00163,StartupHub,US,SEK,24541.99,2025-10-01T13:09:45.867176,2025-10-31T13:09:45.867176,2025-11-07T13:09:45.867176,30,Net 45,Invoice,Project-5,Services for StartupHub,,,0,active
1,INV-01-00164,Innovation Partners,DE,CHF,34834.51,2025-09-21T13:09:45.867176,2025-10-06T13:09:45.867176,2025-10-16T13:09:45.867176,15,Net 45,Invoice,Project-2,Services for Innovation Partners,,,0,active
1,INV-01-00165,MegaCorp International,BE,SEK,19464.41,2025-09-19T13:09:45.867176,2025-11-03T13:09:45.867176,2025-11-20T13:09:45.867176,45,2/10 Net 30,Invoice,Project-11,Services for MegaCorp International,,,0,active
1,INV-01-00166,NextGen Industries,BE,USD,47909.53,2025-10-29T13:09:45.867176,2025-12-13T13:09:45.867176,,45,Net 15,Invoice,Project-10,Services for NextGen Industries,,,0,active
1,INV-01-00167,Future Tech,ES,SEK,46751.32,2025-09-10T13:09:45.867176,2025-10-25T13:09:45.867176,,45,Net 30,Invoice,Project-19,Services for Future Tech,,,0,active
1,INV-01-00168,Digital Dynamics,US,GBP,47810.37,2025-08-29T13:09:45.867176,2025-10-13T13:09:45.867176,2025-11-06T13:09:45.867176,45,Due on Receipt,Invoice,Project-9,Services for Digital Dynamics,,,0,active
1,INV-01-00169,Smart Solutions,NO,GBP,7726.37,2025-10-23T13:09:45.867176,2025-12-07T13:09:45.867176,2025-12-08T13:09:45.867176,45,Net 60,Invoice,Project-2,Services for Smart Solutions,,,0,active
1,INV-01-00170,StartupHub,BE,EUR,34378.41,2025-09-29T13:09:45.867176,2025-10-29T13:09:45.867176,2025-11-14T13:09:45.867176,30,Net 60,Invoice,Project-14,Services for StartupHub,,,0,active
1,INV-01-00171,MegaCorp International,FR,DKK,48231.79,2025-09-08T13:09:45.867176,2025-11-07T13:09:45.867176,,60,Net 30,Invoice,Project-19,Services for MegaCorp International,,,0,active
1,INV-01-00172,Global Solutions Ltd,NL,DKK,9613.65,2025-10-26T13:09:45.867176,2025-11-10T13:09:45.867176,,15,Net 45,Invoice,Project-16,Services for Global Solutions Ltd,,,0,active
1,INV-01-00173,Acme Corporation,US,GBP,28830.13,2025-10-29T13:09:45.867176,2025-12-13T13:09:45.867176,,45,Net 15,Invoice,Project-15,Services for Acme Corporation,,,0,active
1,INV-01-00174,Smart Solutions,BE,GBP,10447.76,2025-09-11T13:09:45.867176,2025-10-11T13:09:45.867176,2025-10-21T13:09:45.867176,30,Net 45,Invoice,Project-9,Services for Smart Solutions,,,0,active
1,INV-01-00175,Global Solutions Ltd,AT,DKK,32297.56,2025-08-22T13:09:45.867176,2025-10-06T13:09:45.867176,2025-09-28T13:09:45.867176,45,Net 15,Invoice,Project-3,Services for Global Solutions Ltd,,,0,active
1,INV-01-00176,Cloud Services Co,FR,EUR,13778.48,2025-07-27T13:09:45.867176,2025-09-25T13:09:45.867176,2025-09-25T13:09:45.867176,60,Net 15,Invoice,Project-10,Services for Cloud Services Co,,,0,active
1,INV-01-00177,TechStart Inc,BE,GBP,8826.12,2025-08-12T13:09:45.867176,2025-09-26T13:09:45.867176,2025-10-01T13:09:45.867176,45,Due on Receipt,Invoice,Project-10,Services for TechStart Inc,,,0,active
1,INV-01-00178,Cloud Services Co,AT,USD,11737.3,2025-11-07T13:09:45.867176,2025-12-22T13:09:45.867176,2025-12-25T13:09:45.867176,45,Due on Receipt,Invoice,Project-20,Services for Cloud Services Co,,,0,active
1,INV-01-00179,Smart Solutions,SE,DKK,11702.17,2025-11-03T13:09:45.867176,2026-01-02T13:09:45.867176,,60,Net 30,Invoice,Project-17,Services for Smart Solutions,,,0,active
1,INV-01-00180,Acme Corporation,CH,SEK,10905.68,2025-07-19T13:09:45.867176,2025-08-03T13:09:45.867176,,15,2/10 Net 30,Invoice,Project-15,Services for Acme Corporation,,,0,active
1,INV-01-00181,Acme Corporation,BE,USD,26149.14,2025-09-22T13:09:45.867176,2025-11-21T13:09:45.867176,2025-12-08T13:09:45.867176,60,Net 45,Invoice,Project-10,Services for Acme Corporation,,,0,active
1,INV-01-00182,StartupHub,FR,SEK,4578.45,2025-10-22T13:09:45.867176,2025-11-06T13:09:45.867176,2025-11-19T13:09:45.867176,15,2/10 Net 30,Invoice,Project-2,Services for StartupHub,,,0,active
1,INV-01-00183,Global Solutions Ltd,SE,NOK,32648.16,2025-11-06T13:09:45.867176,2026-01-05T13:09:45.867176,2026-01-22T13:09:45.867176,60,Net 45,Invoice,Project-15,Services for Global Solutions Ltd,,,0,active
1,INV-01-00184,MegaCorp International,SE,DKK,27425.71,2025-08-27T13:09:45.867176,2025-09-11T13:09:45.867176,,15,Net 60,Invoice,Project-18,Services for MegaCorp International,,,0,active
1,INV-01-00185,Acme Corporation,IT,CHF,34001.49,2025-08-07T13:09:45.867176,2025-08-22T13:09:45.867176,2025-08-31T13:09:45.867176,15,Net 60,Invoice,Project-8,Services for Acme Corporation,,,0,active
1,INV-01-00186,NextGen Industries,US,USD,11098.0,2025-08-03T13:09:45.867176,2025-08-18T13:09:45.867176,2025-09-08T13:09:45.867176,15,2/10 Net 30,Invoice,Project-2,Services for NextGen Industries,,,0,active
1,INV-01-00187,Smart Solutions,FR,DKK,43322.78,2025-09-04T13:09:45.867176,2025-10-04T13:09:45.867176,2025-10-13T13:09:45.867176,30,Net 15,Invoice,Project-8,Services for Smart Solutions,,,0,active
1,INV-01-00188,Enterprise Systems,IT,USD,49299.08,2025-08-19T13:09:45.867176,2025-10-03T13:09:45.867176,,45,Net 15,Invoice,Project-2,Services for Enterprise Systems,,,0,active
1,INV-01-00189,Future Tech,US,GBP,47137.73,2025-10-12T13:09:45.867176,2025-11-11T13:09:45.867176,2025-11-11T13:09:45.867176,30,Net 15,Invoice,Project-14,Services for Future Tech,,,0,active
1,INV-01-00190,Enterprise Systems,FR,GBP,43019.52,2025-08-02T13:09:45.867176,2025-10-01T13:09:45.867176,2025-10-01T13:09:45.867176,60,Net 30,Invoice,Project-18,Services for Enterprise Systems,,,0,active
1,INV-01-00191,Cloud Services Co,SE,EUR,46189.08,2025-09-15T13:09:45.867176,2025-10-15T13:09:45.867176,2025-10-16T13:09:45.867176,30,Due on Receipt,Invoice,Project-7,Services for Cloud Services Co,,,0,active
1,INV-01-00192,TechStart Inc,FR,DKK,38323.12,2025-09-25T13:09:45.867176,2025-10-10T13:09:45.867176,2025-10-21T13:09:45.867176,15,Net 45,Invoice,Project-7,Services for TechStart Inc,,,0,active
1,INV-01-00193,StartupHub,UK,NOK,49979.03,2025-11-03T13:09:45.867176,2025-11-18T13:09:45.867176,2025-11-26T13:09:45.867176,15,2/10 Net 30,Invoice,Project-7,Services for StartupHub,,,0,active
1,INV-01-00194,Innovation Partners,BE,SEK,32787.35,2025-08-20T13:09:45.867176,2025-10-04T13:09:45.867176,2025-10-17T13:09:45.867176,45,Net 45,Invoice,Project-15,Services for Innovation Partners,,,0,active
1,INV-01-00195,Enterprise Systems,ES,GBP,21282.58,2025-09-08T13:09:45.867176,2025-10-23T13:09:45.867176,,45,Net 60,Invoice,Project-1,Services for Enterprise Systems,,,0,active
1,INV-01-00196,Digital Dynamics,DE,USD,17163.4,2025-09-22T13:09:45.867176,2025-11-21T13:09:45.867176,,60,Net 45,Invoice,Project-18,Services for Digital Dynamics,,,0,active
1,INV-01-00197,StartupHub,SE,NOK,25039.18,2025-08-11T13:09:45.867176,2025-10-10T13:09:45.867176,,60,Net 60,Invoice,Project-5,Services for StartupHub,,,0,active
1,INV-01-00198,TechStart Inc,SE,EUR,38452.6,2025-11-04T13:09:45.867176,2025-11-19T13:09:45.867176,2025-11-09T13:09:45.867176,15,Net 60,Invoice,Project-3,Services for TechStart Inc,,,0,active
1,INV-01-00199,Cloud Services Co,US,SEK,32248.7,2025-09-12T13:09:45.867176,2025-11-11T13:09:45.867176,2025-11-15T13:09:45.867176,60,Due on Receipt,Invoice,Project-16,,,,0,active
1,INV-01-00200,Digital Dynamics,US,SEK,40844.7,2025-07-11T13:09:45.867176,2025-07-26T13:09:45.867176,2025-07-26T13:09:45.867176,15,Net 60,Invoice,Project-4,Services for Digital Dynamics,,,0,active
1,CN-INV-01-00063,Global Solutions Ltd,DE,DKK,-5612.59,2025-10-04T13:09:45.867176,,,0,Net 30,Credit Note,Project-18,Credit for INV-01-00063,credit_note,,0,active
1,CN-INV-01-00101,Innovation Partners,SE,EUR,-10662.02,2025-07-26T13:09:45.867176,,,0,Net 30,Credit Note,Project-11,Credit for INV-01-00101,credit_note,,0,active
1,CN-INV-01-00155,Enterprise Systems,BE,EUR,-1856.47,2025-08-09T13:09:45.867176,,,0,Net 15,Credit Note,Project-13,Credit for INV-01-00155,credit_note,,0,active
1,CN-INV-01-00178,Cloud Services Co,AT,USD,-3826.37,2025-12-04T13:09:45.867176,,,0,Due on Receipt,Credit Note,Project-20,Credit for INV-01-00178,credit_note,,0,active
1,CN-INV-01-00092,Future Tech,ES,NOK,-8293.96,2025-08-19T13:09:45.867176,,,0,Due on Receipt,Credit Note,Project-12,Credit for INV-01-00092,credit_note,,0,active
1,CN-INV-01-00013,TechStart Inc,CH,DKK,-984.1,2025-10-07T13:09:45.867176,,,0,Net 60,Credit Note,Project-9,Credit for INV-01-00013,credit_note,,0,active
1,CN-INV-01-00149,Smart Solutions,SE,SEK,-3183.9,2025-09-11T13:09:45.867176,,,0,Net 30,Credit Note,Project-4,Credit for INV-01-00149,credit_note,,0,active
1,CN-INV-01-00003,TechStart Inc,NL,EUR,-7085.35,2025-08-05T13:09:45.867176,,,0,Net 30,Credit Note,Project-15,Credit for INV-01-00003,credit_note,,0,active
1,CN-INV-01-00192,TechStart Inc,FR,DKK,-16790.58,2025-10-20T13:09:45.867176,,,0,Net 45,Credit Note,Project-7,Credit for INV-01-00192,credit_note,,0,active
1,CN-INV-01-00135,Smart Solutions,CH,SEK,-12901.7,2025-10-11T13:09:45.867176,,,0,Net 45,Credit Note,Project-2,Credit for INV-01-00135,credit_note,,0,active
1,RE-INV-01-00136,Cloud Services Co,UK,GBP,14963.77,2025-08-15T13:09:45.867176,2025-08-30T13:09:45.867176,,15,2/10 Net 30,Rebill,Project-11,Rebill of INV-01-00136,rebill,,0,active
1,RE-INV-01-00178,Cloud Services Co,AT,USD,13556.84,2025-11-15T13:09:45.867176,2025-12-27T13:09:45.867176,,45,Due on Receipt,Rebill,Project-20,Rebill of INV-01-00178,rebill,,0,active
1,RE-INV-01-00012,Smart Solutions,CH,EUR,35497.28,2025-10-20T13:09:45.867176,2025-11-23T13:09:45.867176,,30,Net 15,Rebill,Project-10,Rebill of INV-01-00012,rebill,,0,active
1,RE-INV-01-00145,NextGen Industries,IT,NOK,48810.83,2025-09-08T13:09:45.867176,2025-10-11T13:09:45.867176,,30,Net 30,Rebill,Project-15,Rebill of INV-01-00145,rebill,,0,active
1,RE-INV-01-00005,TechStart Inc,NL,GBP,27502.69,2025-07-30T13:09:45.867176,2025-08-22T13:09:45.867176,,30,Net 15,Rebill,Project-7,Rebill of INV-01-00005,rebill,,0,active
1,RE-INV-01-00193,StartupHub,UK,NOK,56390.15,2025-11-10T13:09:45.867176,2025-11-20T13:09:45.867176,,15,2/10 Net 30,Rebill,Project-7,Rebill of INV-01-00193,rebill,,0,active
1,PART-INV-01-00110,Innovation Partners,IT,USD,13866.4,2025-09-10T13:09:45.867176,2025-11-09T13:09:45.867176,2025-11-16T13:09:45.867176,60,Net 15,Partial Payment,Project-19,Partial payment for INV-01-00110,partial,,0,active
1,PART-INV-01-00134,MegaCorp International,CH,SEK,7337.8,2025-09-11T13:09:45.867176,2025-09-26T13:09:45.867176,2025-10-13T13:09:45.867176,15,2/10 Net 30,Partial Payment,Project-12,Partial payment for INV-01-00134,partial,,0,active
1,PART-INV-01-00117,NextGen Industries,AT,CHF,15590.63,2025-09-11T13:09:45.867176,2025-11-10T13:09:45.867176,2025-12-03T13:09:45.867176,60,2/10 Net 30,Partial Payment,Project-11,Partial payment for INV-01-00117,partial,,0,active
1,PART-INV-01-00046,Acme Corporation,ES,GBP,23366.45,2025-08-27T13:09:45.867176,2025-10-26T13:09:45.867176,2025-11-17T13:09:45.867176,60,Net 45,Partial Payment,Project-18,Partial payment for INV-01-00046,partial,,0,active
1,PART-INV-01-00030,Cloud Services Co,FR,NOK,6617.67,2025-10-19T13:09:45.867176,2025-11-03T13:09:45.867176,2025-11-14T13:09:45.867176,15,Net 45,Partial Payment,Project-20,Partial payment for INV-01-00030,partial,,0,active
1,PART-INV-01-00023,NextGen Industries,UK,CHF,11261.1,2025-08-10T13:09:45.867176,2025-08-25T13:09:45.867176,2025-09-01T13:09:45.867176,15,Net 15,Partial Payment,Project-7,Partial payment for INV-01-00023,partial,,0,active
1,PART-INV-01-00028,TechStart Inc,SE,CHF,18164.07,2025-10-26T13:09:45.867176,2025-11-10T13:09:45.867176,2025-12-04T13:09:45.867176,15,Net 60,Partial Payment,Project-9,Partial payment for INV-01-00028,partial,,0,active
1,PART-INV-01-00136,Cloud Services Co,UK,GBP,8811.3,2025-08-11T13:09:45.867176,2025-08-26T13:09:45.867176,2025-09-05T13:09:45.867176,15,2/10 Net 30,Partial Payment,Project-11,Partial payment for INV-01-00136,partial,,0,active
1,PART-INV-01-00009,TechStart Inc,US,DKK,3528.3,2025-09-13T13:09:45.867176,2025-11-12T13:09:45.867176,2025-12-07T13:09:45.867176,60,Net 45,Partial Payment,Project-20,Partial payment for INV-01-00009,partial,,0,active
1,PART-INV-01-00171,MegaCorp International,FR,DKK,23934.61,2025-09-08T13:09:45.867176,2025-11-07T13:09:45.867176,2025-11-18T13:09:45.867176,60,Net 30,Partial Payment,Project-19,Partial payment for INV-01-00171,partial,,0,active
1,PART-INV-01-00129,NextGen Industries,DE,DKK,6263.87,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,2025-12-12T13:09:45.867176,30,2/10 Net 30,Partial Payment,Project-4,Partial payment for INV-01-00129,partial,,0,active
1,PART-INV-01-00129,NextGen Industries,DE,DKK,4429.23,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,2025-12-10T13:09:45.867176,30,2/10 Net 30,Partial Payment,Project-4,Partial payment for INV-01-00129,partial,,0,active
1,PART-INV-01-00107,NextGen Industries,SE,DKK,21660.44,2025-10-26T13:09:45.867176,2025-11-10T13:09:45.867176,2025-12-02T13:09:45.867176,15,Net 15,Partial Payment,Project-11,Partial payment for INV-01-00107,partial,,0,active
1,PART-INV-01-00028,TechStart Inc,SE,CHF,13857.78,2025-10-26T13:09:45.867176,2025-11-10T13:09:45.867176,2025-11-14T13:09:45.867176,15,Net 60,Partial Payment,Project-9,Partial payment for INV-01-00028,partial,,0,active
1,PART-INV-01-00129,NextGen Industries,DE,DKK,7746.98,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,2025-12-11T13:09:45.867176,30,2/10 Net 30,Partial Payment,Project-4,Partial payment for INV-01-00129,partial,,0,active
1,PART-INV-01-00052,Global Solutions Ltd,IT,EUR,17491.86,2025-10-09T13:09:45.867176,2025-10-24T13:09:45.867176,2025-11-03T13:09:45.867176,15,Net 45,Partial Payment,Project-13,Partial payment for INV-01-00052,partial,,0,active
1,PART-INV-01-00124,MegaCorp International,NO,DKK,16243.06,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,2025-11-21T13:09:45.867176,30,Net 30,Partial Payment,Project-14,Partial payment for INV-01-00124,partial,,0,active
1,PART-INV-01-00111,Innovation Partners,AT,EUR,657.9,2025-07-15T13:09:45.867176,2025-08-14T13:09:45.867176,2025-09-07T13:09:45.867176,30,Net 60,Partial Payment,Project-9,Partial payment for INV-01-00111,partial,,0,active
1,PART-INV-01-00095,MegaCorp International,UK,DKK,8514.81,2025-07-29T13:09:45.867176,2025-09-27T13:09:45.867176,2025-09-29T13:09:45.867176,60,Net 30,Partial Payment,Project-12,Partial payment for INV-01-00095,partial,,0,active
1,PART-INV-01-00062,NextGen Industries,IT,CHF,11553.29,2025-07-23T13:09:45.867176,2025-08-07T13:09:45.867176,2025-08-24T13:09:45.867176,15,Net 15,Partial Payment,Project-16,Partial payment for INV-01-00062,partial,,0,active
2,INV-02-00001,Acme Corporation,UK,GBP,28156.77,2025-08-31T13:09:45.870360,2025-09-15T13:09:45.870360,2025-09-20T13:09:45.870360,15,Net 45,Invoice,Project-1,Services for Acme Corporation,,,0,active
2,INV-02-00002,Innovation Partners,DE,USD,14177.03,2025-07-20T13:09:45.870360,2025-08-19T13:09:45.870360,2025-08-20T13:09:45.870360,30,Net 60,Invoice,Project-14,Services for Innovation Partners,,,0,active
2,INV-02-00003,Cloud Services Co,IT,USD,36324.07,2025-10-18T13:09:45.870360,2025-11-02T13:09:45.870360,2025-11-06T13:09:45.870360,15,Net 45,Invoice,Project-4,Services for Cloud Services Co,,,0,active
2,INV-02-00004,Cloud Services Co,BE,GBP,22100.19,2025-08-29T13:09:45.870360,2025-10-13T13:09:45.870360,2025-10-25T13:09:45.870360,45,2/10 Net 30,Invoice,Project-5,Services for Cloud Services Co,,,0,active
2,INV-02-00005,Future Tech,ES,USD,48264.16,2025-10-06T13:09:45.870360,2025-11-05T13:09:45.870360,2025-11-04T13:09:45.870360,30,Due on Receipt,Invoice,Project-16,Services for Future Tech,,,0,active
2,INV-02-00006,Digital Dynamics,NL,GBP,6580.5,2025-08-20T13:09:45.870360,2025-10-19T13:09:45.870360,,60,2/10 Net 30,Invoice,Project-6,Services for Digital Dynamics,,,0,active
2,INV-02-00007,Digital Dynamics,NO,EUR,41129.31,2025-10-11T13:09:45.870360,2025-12-10T13:09:45.870360,2025-12-23T13:09:45.870360,60,Net 45,Invoice,Project-5,Services for Digital Dynamics,,,0,active
2,INV-02-00008,StartupHub,NL,DKK,19472.55,2025-10-02T13:09:45.870360,2025-11-01T13:09:45.870360,2025-11-05T13:09:45.870360,30,2/10 Net 30,Invoice,Project-13,Services for StartupHub,,,0,active
2,INV-02-00009,Smart Solutions,US,DKK,48452.97,2025-10-29T13:09:45.870360,2025-12-28T13:09:45.870360,,60,2/10 Net 30,Invoice,Project-3,Services for Smart Solutions,,,0,active
2,INV-02-00010,NextGen Industries,SE,NOK,32690.44,2025-10-03T13:09:45.870360,2025-11-17T13:09:45.870360,2025-11-30T13:09:45.870360,45,Net 45,Invoice,,Services for NextGen Industries,,,0,active
2,INV-02-00011,Future Tech,ES,CHF,23690.1,2025-10-13T13:09:45.870360,2025-11-12T13:09:45.870360,2025-11-30T13:09:45.870360,30,Net 60,Invoice,Project-12,Services for Future Tech,,,0,active
2,INV-02-00012,StartupHub,DE,GBP,16282.63,2025-08-16T13:09:45.870360,2025-10-15T13:09:45.870360,2025-10-25T13:09:45.870360,60,Net 45,Invoice,Project-12,Services for StartupHub,,,0,active
2,INV-02-00013,Cloud Services Co,UK,GBP,3189.47,2025-10-07T13:09:45.870360,2025-12-06T13:09:45.870360,2025-12-10T13:09:45.870360,60,Net 15,Invoice,Project-4,Services for Cloud Services Co,,,0,active
2,INV-02-00014,Cloud Services Co,CH,CHF,47964.67,2025-10-12T13:09:45.870360,2025-11-11T13:09:45.870360,2025-11-06T13:09:45.870360,30,Net 60,Invoice,Project-6,Services for Cloud Services Co,,,0,active
2,INV-02-00015,Future Tech,AT,CHF,20052.95,2025-07-13T13:09:45.870360,2025-08-12T13:09:45.870360,2025-08-17T13:09:45.870360,30,Due on Receipt,Invoice,Project-3,Services for Future Tech,,,0,active
2,INV-02-00016,Cloud Services Co,ES,USD,23419.97,2025-09-16T13:09:45.870360,2025-10-16T13:09:45.870360,,30,2/10 Net 30,Invoice,Project-11,Services for Cloud Services Co,,,0,active
2,INV-02-00017,NextGen Industries,DE,DKK,34005.85,2025-09-23T13:09:45.870360,2025-10-08T13:09:45.870360,2025-10-04T13:09:45.870360,15,2/10 Net 30,Invoice,Project-3,Services for NextGen Industries,,,0,active
2,INV-02-00018,TechStart Inc,DE,GBP,34978.39,2025-08-09T13:09:45.870360,2025-09-23T13:09:45.870360,2025-10-15T13:09:45.870360,45,Net 60,Invoice,Project-19,Services for TechStart Inc,,,0,active
